company,repository,link,hash,subject,message,changed_file,commit_labels,file_labels
cloudbase solutions,dragonflow,http://github.com/openstack/dragonflow/commit/584b1978f9f2081b41a6a24dc429ffabe19f3397,584b1978f9f2081b41a6a24dc429ffabe19f3397,Removed H305 and H307 from flake8 ignore list,Change-Id: Iae9f6fe0ccb9fbf4a6091cd8486d9271570e6344Co-Authored-By: Robert Tingirica <tingirica.robert@gmail.com>," 49 files changed, 141 insertions(+), 180 deletions(-)",deprecate,test-15;code-33;build-1
nokia,vitrage,http://github.com/openstack/vitrage/commit/08fea3b42162867b37ee49783a0e8e21f5fdd81e,08fea3b42162867b37ee49783a0e8e21f5fdd81e,template validate API support content validation,Change-Id: Iaf2f81ebc0e6ac986b873af63731b72a19fe60d9," 3 files changed, 52 insertions(+), 21 deletions(-)",,code-3
hcl,cloudpulse,http://github.com/openstack/cloudpulse/commit/99e4a923bc09ecbab7abbc885b6b32765fed0ab3,99e4a923bc09ecbab7abbc885b6b32765fed0ab3,Fix glance api to return appropriate exception,Change-Id: Ib21d0dec6b6c3a3d0a4009f53a84160176911dbc," 1 file changed, 9 insertions(+), 2 deletions(-)",fix,code-1
99cloud,solum,http://github.com/openstack/solum/commit/9d08b530813d5efe33472c7d2aeeb6fef7b0abc6,9d08b530813d5efe33472c7d2aeeb6fef7b0abc6,delete vm-slug,Change-Id: Ib39e37eefe234dc81349eae058705fe7b56fc086," 1 file changed, 2 insertions(+), 2 deletions(-)",,doc-1
mirantis,sahara,http://github.com/openstack/sahara/commit/fce2bb6d5ab97f9426e5321921f62438b27daa89,fce2bb6d5ab97f9426e5321921f62438b27daa89,Update EDP requirements for hadoop v2,Change-Id: Ib59a6fb200e0e47a3070c2509ae7e84c8ef1fd15Partial-Implements: blueprint update-docs-icehouse," 1 file changed, 16 insertions(+), 5 deletions(-)",feature,doc-1
charter,monasca-ui,http://github.com/openstack/monasca-ui/commit/8bf20d94a7c6ee0e9e1250add0469b00eb152b24,8bf20d94a7c6ee0e9e1250add0469b00eb152b24,Update notification create/modify form to include period,Change-Id: Ib8f16cc700ba15cecf21ef9c64bc5cbd4dabf532," 3 files changed, 23 insertions(+), 2 deletions(-)",,doc-1;code-2
99cloud,murano,http://github.com/openstack/murano/commit/c1dcb14ed70c05819dc8494a4ace78f80b793acd,c1dcb14ed70c05819dc8494a4ace78f80b793acd,Remove the unused images,Change-Id: Ib9d869f174904b5710b7cec668a05b694e4daf87," 4 files changed, 0 insertions(+), 0 deletions(-)",deprecate,doc-4
plumgrid,networking-plumgrid,http://github.com/openstack/networking-plumgrid/commit/8bedc1e65b8c0ef77779e061bfdf99850ed677c1,8bedc1e65b8c0ef77779e061bfdf99850ed677c1,Fix failing gate for networking-plumgrid,Change-Id: Ibbae227392b427e32db1672c46953e781a1090cdCloses-Bug: #1614481," 3 files changed, 5 insertions(+), 5 deletions(-)",fix,test-1;code-1;build-1
infinite computer solution,openstack-manuals,http://github.com/openstack/openstack-manuals/commit/c66b1b78dcbacb689707be42ee52f81ee81cad24,c66b1b78dcbacb689707be42ee52f81ee81cad24,[config-ref] Update neutron sample configuration files,Change-Id: Ibd64b290b20e1e36f6fe06a9600e669fa25b0e75," 13 files changed, 1077 insertions(+), 533 deletions(-)",,doc-13
oregon state university,cookbook-openstack-network,http://github.com/openstack/cookbook-openstack-network/commit/cace7ca3dec16dbaa76351f12aec70491d4da05f,cace7ca3dec16dbaa76351f12aec70491d4da05f,Fix linuxbridge service name for rhel,Change-Id: Ibe4229f6c425a32c9c15da11163eeac3d0b6ff21Signed-off-by: Lance Albertson <lance@osuosl.org>," 1 file changed, 1 insertion(+), 1 deletion(-)",fix,deploy-1
switch,fuel-plugin-bigswitch,http://github.com/openstack/fuel-plugin-bigswitch/commit/5250aff27a2d98e90aea9e4891fa5030d50820ff,5250aff27a2d98e90aea9e4891fa5030d50820ff,separate ivs setup into install and setup steps,Change-Id: Ibf64278a33eeac36d8a915aa5cd30ce8486ca5fa," 3 files changed, 62 insertions(+), 37 deletions(-)",,deploy-3
charter,puppet-monasca,http://github.com/openstack/puppet-monasca/commit/b988e01a445b9d7c94aaa1c3954880423e780846,b988e01a445b9d7c94aaa1c3954880423e780846,Include ovs metrics when pruning non-infra projects,Change-Id: Ic27f3b90847c46b4137cb6c6beb4bcf3a499c6a9," 1 file changed, 1 insertion(+), 1 deletion(-)",,unknown-1
chinac,interop,http://github.com/openstack/interop/commit/62e3c49d690b9c511a47323265405f00967d7ba9,62e3c49d690b9c511a47323265405f00967d7ba9,Update test cases corresponding to the class(execution path),Change-Id: Ic443bdc4cd5ce80029271cefbd7bef505847eb48Closes-Bug: #1592239," 2 files changed, 8 insertions(+), 4 deletions(-)",fix,unknown-2
mellanox,oslo.messaging,http://github.com/openstack/oslo.messaging/commit/2668177256e2c09f2db69d026655e94045c20e5f,2668177256e2c09f2db69d026655e94045c20e5f,Fix typo: 'olso' to 'oslo',Change-Id: Ic86ded995ecf24b094b25c140da264526eafe611," 1 file changed, 1 insertion(+), 1 deletion(-)",fix,doc-1
blizzard entertainment,senlin-dashboard,http://github.com/openstack/senlin-dashboard/commit/5e5d203fe66f52d8714faece8a2e96aef933b03e,5e5d203fe66f52d8714faece8a2e96aef933b03e,Adding region support,Change-Id: Ic892c0dea4e545f0640b637698e63ac40f13d1c9," 1 file changed, 1 insertion(+), 1 deletion(-)",,code-1
independent,refstack,http://github.com/openstack/refstack/commit/057f7d727bb4081ec5c2e84e05339c9155d50497,057f7d727bb4081ec5c2e84e05339c9155d50497,modified to seperate callback url from test id,Change-Id: Icc3b8eb6fe1b39d38adfb980b2fcf4830cac79aa," 2 files changed, 23 insertions(+), 10 deletions(-)",,test-1;unknown-1
nokia,vitrage,http://github.com/openstack/vitrage/commit/0a5cf1c3f21003d9a51691905a2d583dd553cfff,0a5cf1c3f21003d9a51691905a2d583dd553cfff,template list - adding uuid,Change-Id: Iccdb934a5bee92e36211bf53cf5a6046a1207a67," 3 files changed, 10 insertions(+), 7 deletions(-)",,code-3
tcp cloud,salt-formula-cinder,http://github.com/openstack/salt-formula-cinder/commit/0603c1bb39052a627ef7444b0320c2407038cf0e,0603c1bb39052a627ef7444b0320c2407038cf0e,"New release, debian packaging moved",Change-Id: Icd011f7d8533d2cf7ca068815412fdbbd1a70e5a," 10 files changed, 7 insertions(+), 54 deletions(-)",,unknown-7;doc-2;deploy-1
mellanox,networking-mlnx,http://github.com/openstack/networking-mlnx/commit/b41016521bda3c4380dbae59bcf1a1a7e2acfd5c,b41016521bda3c4380dbae59bcf1a1a7e2acfd5c,db: change Enum field to use constants,Change-Id: Icd5ab0bda42ae966a75c05b1a25ba02c26369492," 2 files changed, 9 insertions(+), 4 deletions(-)",,code-2
universidad polit谐漏cnica de valencia,tosca-parser,http://github.com/openstack/tosca-parser/commit/8414c8d299b356957255feeadced8e422697d606,8414c8d299b356957255feeadced8e422697d606,Change tosca.nodes.Container to tosca.nodes.Container.Runtime as host node in tosca.nodes.Container.Application,Change-Id: Ice079aa8e216c57a8679455f47e2a34b3dbff4d5Related-Bug: 1583100," 1 file changed, 1 insertion(+), 1 deletion(-)",fix,deploy-1
internet solutions,openstack-ansible,http://github.com/openstack/openstack-ansible/commit/4f94bf72bd6c9f7bd432486dc0270448fc2f82d5,4f94bf72bd6c9f7bd432486dc0270448fc2f82d5,Set file mode to 644 on os-magnum-install.yml,Change-Id: Icead3b5ab8ead07dacf96e28f9af1a2ea914a90b," 1 file changed, 0 insertions(+), 0 deletions(-)",,
walmart,openstack-ansible-galera_client,http://github.com/openstack/openstack-ansible-galera_client/commit/d01ed41669f6cdcaa7f09902b7d526ad0a6bd967,d01ed41669f6cdcaa7f09902b7d526ad0a6bd967,Add apt-get update to run_tests,Change-Id: Icf43181b562cf855426a19355036f3eb4ace81a6," 2 files changed, 5 deletions(-)",,test-1
huawei,compass-adapters,http://github.com/openstack/compass-adapters/commit/0e96963bb1257aacf343ab298cc4ad164ec86a22,0e96963bb1257aacf343ab298cc4ad164ec86a22,Change gpgcheck from 0 to false in collectd cookbook,Change-Id: Id0220123668df503d64ddc11bf9dd6a6e0843c94," 1 file changed, 1 insertion(+), 1 deletion(-)",,deploy-1
cloudbau,cookbook-openstack-network,http://github.com/openstack/cookbook-openstack-network/commit/01417943505705b72ed67ecc64fb5e0ac484dc90,01417943505705b72ed67ecc64fb5e0ac484dc90,Enable fwaas recipe again after refactoring,Change-Id: Id2b6035ca330c1bf1e89bdda237d84b785f6a212," 8 files changed, 66 insertions(+), 33 deletions(-)",refactor,deploy-8
hpe,heat,http://github.com/openstack/heat/commit/c7158eb5baca66c1c91e21d8880083de86f6fa5f,c7158eb5baca66c1c91e21d8880083de86f6fa5f,Convergence: Fix string formatting while logging,Change-Id: Id5ad559b589e3d6c6da6f13ab29a56f029349e2a," 1 file changed, 4 insertions(+), 4 deletions(-)",fix,code-1
mellanox,networking-mlnx,http://github.com/openstack/networking-mlnx/commit/050e62951b1acef6148fc66fef2bf80c2f45316b,050e62951b1acef6148fc66fef2bf80c2f45316b,Don't log Error on http 501,Change-Id: Id82ae2c699deb1f09d1539683ff26e2b01f71ed9," 2 files changed, 7 insertions(+), 3 deletions(-)",fix,test-1;code-1
tcp cloud,salt-formula-ceilometer,http://github.com/openstack/salt-formula-ceilometer/commit/20024b8ada78dbefc205ed737b261c34378caa9b,20024b8ada78dbefc205ed737b261c34378caa9b,"New release, debian packaging moved",Change-Id: Id8580f0f2cd082a131f739cf0391714c1a53d201," 9 files changed, 6 insertions(+), 53 deletions(-)",,unknown-7;doc-2
99cloud,nova,https://github.com/openstack/nova/commit/ff14503ca2d6f72973ef0e75128ff5a90f7686a7,ff14503ca2d6f72973ef0e75128ff5a90f7686a7,Remove the duplicated test function,Change-Id: Id9aa3f35f8c367d6a6a4f1931611b4c76f16f61c," 6 files changed, 10 insertions(+), 11 deletions(-)",deprecate,test-1
yahoo!,taskflow,http://github.com/openstack/taskflow/commit/afbfe77a7f7bad87c3e95b4f0c94cab84258a5bb,afbfe77a7f7bad87c3e95b4f0c94cab84258a5bb,Remove deprecated things for 2.0 release,Change-Id: Id9adbc50bd51adc77ce88f698ad0ea2ee63fc5e2," 21 files changed, 60 insertions(+), 735 deletions(-)",deprecate,test-3;doc-2;deploy-16
huawei,heat,http://github.com/openstack/heat/commit/ec26be4adde6e8bd0a4976dbaee36fcf6002d474,ec26be4adde6e8bd0a4976dbaee36fcf6002d474,Fix null param for _create_arguments() for volume resource,Change-Id: Ida8232dd5de98fb6264c6a197c30d25d88ff7882," 1 file changed, 1 insertion(+), 1 deletion(-)",fix,code-1
dell,gce-api,http://github.com/openstack/gce-api/commit/91ae532d8ff64a9bd455a77c11ca5cd3676fadea,91ae532d8ff64a9bd455a77c11ca5cd3676fadea,update requirements,Change-Id: Idac1ff9ba02e48b7b86a2f6a12ad86cb244f2d3c," 3 files changed, 72 insertions(+), 38 deletions(-)",,build-2;deploy-1
awcloud,dragonflow,http://github.com/openstack/dragonflow/commit/7eb5abdf4e3455ff094ba270e1d141a6595a2e9c,7eb5abdf4e3455ff094ba270e1d141a6595a2e9c,Remove explicit eventlet.monkey_patch(),Change-Id: Idacf87355d6efabcd0d2714f05b4285ac39ad08bCloses-Bug: #1522784Related-Bug: #1568220," 12 files changed, 64 insertions(+), 29 deletions(-)",fix;deprecate,test-1;code-8;deploy-3
mellanox,networking-mlnx,http://github.com/openstack/networking-mlnx/commit/6df91c04602bba9935ab7b49bb12321097d45245,6df91c04602bba9935ab7b49bb12321097d45245,db: Remove depreciation warnings from db,Change-Id: Idb28655d8fd4ab942ad82c63ec798bbc41ea02a8," 2 files changed, 4 insertions(+), 6 deletions(-)",deprecate,code-2
infinite computer solution,openstack-manuals,http://github.com/openstack/openstack-manuals/commit/ad4321e1faed8f2f174e7349e92c7df5119191aa,ad4321e1faed8f2f174e7349e92c7df5119191aa,EMC-vmax driver supports iSCSI multipath,Change-Id: Idbb5f02e042978d47cb86327705bfc419238e888Closes-Bug: #1614668," 1 file changed, 2 insertions(+), 8 deletions(-)",fix,doc-1
nokia,python-vitrageclient,http://github.com/openstack/python-vitrageclient/commit/eba6e59fe9b3cf0b9e794f10c17485f4b33d6892,eba6e59fe9b3cf0b9e794f10c17485f4b33d6892,all_tenants flag default value to false,Change-Id: Idca1ea5a82f55639fe9d2a993226e061836ec41e," 2 files changed, 2 insertions(+), 2 deletions(-)",,code-2
cisco systems,sahara,http://github.com/openstack/sahara/commit/fe6392f5d153a3de94b2e326a78debc8b1f779df,fe6392f5d153a3de94b2e326a78debc8b1f779df,Fix typo in cdh_plugin.rst,Change-Id: Idcacfaf2135bbb9b5d9620bd6c16b465a6945215," 1 file changed, 2 insertions(+), 2 deletions(-)",fix,doc-1
lsd ufcg,puppet-openstack-guide,http://github.com/openstack/puppet-openstack-guide/commit/e1d7e55e0e579db7a9842e9d2bdeae8a2d7256fb,e1d7e55e0e579db7a9842e9d2bdeae8a2d7256fb,Change #86 meeting date,Change-Id: Idccd114466e593d69c31e09110053d65de92a3e4," 1 file changed, 6 insertions(+), 6 deletions(-)",,doc-1
dell,fuel-plugin-cinder-netapp,http://github.com/openstack/fuel-plugin-cinder-netapp/commit/b8508cddb840bc012b978b86141fa93cc167018b,b8508cddb840bc012b978b86141fa93cc167018b,Fixed function file name,Change-Id: Ide452a66208d8a5d90b28edfc7953b43b6b6c582," 1 file changed, 0 insertions(+), 0 deletions(-)",fix,deploy-1
tcp cloud,salt-formula-kubernetes,http://github.com/openstack/salt-formula-kubernetes/commit/489221b2a923fc1705367a2e48c0c42db35c065c,489221b2a923fc1705367a2e48c0c42db35c065c,delete unused addon scripts,Change-Id: Idec7ef7f7142164b4615d656dea144770d73df54," 4 files changed, 756 deletions(-)",,unknown-2;deploy-2
dell,gce-api,http://github.com/openstack/gce-api/commit/a4161447616b4b602163f41d69d2293c3040a972,a4161447616b4b602163f41d69d2293c3040a972,fix set_common_instance_metadata test against google,Change-Id: Ie0ce781e8421c8e7c0d0d112a3d6bdfc70634b0d," 1 file changed, 20 insertions(+), 14 deletions(-)",fix,test-1
nokia,vitrage,http://github.com/openstack/vitrage/commit/63f25830700cb5c2245c86f2c8a4411be57b650c,63f25830700cb5c2245c86f2c8a4411be57b650c,tempests changes,Change-Id: Ie765e1971428e2ba09716307eabc65c63ee90f0c," 9 files changed, 58 insertions(+), 20 deletions(-)",,test-7;code-2
intel,cinder,http://github.com/openstack/cinder/commit/05bee1cbdc3b480b2c2781f792050f93d83ff958,05bee1cbdc3b480b2c2781f792050f93d83ff958,TrivialFix: remove unnecessary VERSION_COMPATIBILITY,Change-Id: Ie782e35a075019e73fda5a0531eb6168c1016c2bSigned-off-by: DTadrzak <daniel.tadrzak@intel.com>," 1 file changed, 8 insertions(+), 3 deletions(-)",fix;deprecate,code-1
tcp cloud,salt-formula-keystone,http://github.com/openstack/salt-formula-keystone/commit/2f8986ca6cd6c6748e76f059a8dbe5599d508a2d,2f8986ca6cd6c6748e76f059a8dbe5599d508a2d,Add wait command for service to start,Change-Id: Ie7d25923bc9a669fc2c42267f8aec0f4096c15c4," 1 file changed, 1 insertion(+), 1 deletion(-)",,unknown-1
midokura,puppet-midonet,http://github.com/openstack/puppet-midonet/commit/4ce65e69d2a3a64f36fcc6f0277f44597a96c3e8,4ce65e69d2a3a64f36fcc6f0277f44597a96c3e8,Add Network creation rspec,Change-Id: Ie7e776728242c7b647966168b20c7e812423639b," 1 file changed, 1 insertion(+), 1 deletion(-)",,deploy-1
yahoo!,kolla-kubernetes,http://github.com/openstack/kolla-kubernetes/commit/8cc659e27d3a88b386e94809014abf50a691a647,8cc659e27d3a88b386e94809014abf50a691a647,This patch fixes the naming convention of configmaps as follows.   https://review.openstack.org/#/c/368460/,Change-Id: Ie82cd0440b462ef3e1f69a0a230916b4a0def17dCloses-Bug: #1622841," 1 file changed, 1 insertion(+), 1 deletion(-)",fix,code-1
b<>com,watcher-dashboard,http://github.com/openstack/watcher-dashboard/commit/a270d720383b5ab7f7a08fb8b6c9190af9d57e16,a270d720383b5ab7f7a08fb8b6c9190af9d57e16,interval param should be set to None by default,Change-Id: Ie864187bae3ee5abc7802861dbd3c85eabb55904Closes-bug: #1602613," 2 files changed, 3 insertions(+), 4 deletions(-)",fix,test-1;code-1
rackspace,opencafe,http://github.com/openstack/opencafe/commit/e2c3e5836b62befff1466a2bedefb27126f6ff99,e2c3e5836b62befff1466a2bedefb27126f6ff99,Reimplemented new tags and changes to runner to support them,Change-Id: Iea1d746aca8a18508ed055991a89c052141c9526," 2 files changed, 39 insertions(+), 31 deletions(-)",feature,test-2
huawei,compass-core,http://github.com/openstack/compass-core/commit/c4674360ef5f09ae0df6bbca9868e44d3504f973,c4674360ef5f09ae0df6bbca9868e44d3504f973,add regtest script and conf,"Change-Id: Ieb82235bd6b436b6716992c1b45698b083d03d86remove pre-existing chef files before uploading new chef files.having legacy stale chef roles/cookbooks/databags in the knifesource directory will result in possible failure of dependency check,so gurantee we have the latest code in that directory.clean installation logs when refresh database.Change-Id: I6609e90e51d8ca3560f1848f2de62e148f0c5b49"," 17 files changed, 389 insertions(+), 202 deletions(-)",fix;deprecate,test-7;code-3;build-4;deploy-3
independent,mistral-dashboard,http://github.com/openstack/mistral-dashboard/commit/8772f39b9943ae4dbc0e3fa1307ea2928c51b353,8772f39b9943ae4dbc0e3fa1307ea2928c51b353,Update requirements according to global requirements (master),Change-Id: Ieda2edb95c52f9e6edd0b83bd35150ced54d9ea7," 1 file changed, 4 insertions(+), 4 deletions(-)",,build-1
charter,puppet-monasca,http://github.com/openstack/puppet-monasca/commit/3db503f0cfc0118a26b3caa03b9d4fd2e51f5679,3db503f0cfc0118a26b3caa03b9d4fd2e51f5679,Fix drop partition script after testing with multiple older partitions,Change-Id: Iee2cbff126d8551a5428793ba5406aca676f942e," 1 file changed, 1 insertion(+), 1 deletion(-)",fix,unknown-1
lsd ufcg,puppet-rally,http://github.com/openstack/puppet-rally/commit/9a61f557032354d4b11dd7319cf2032df1d61e61,9a61f557032354d4b11dd7319cf2032df1d61e61,Fix typo in logging spec,Change-Id: If091bd923b022d76cd9839ace136c1ad7bab6f37," 1 file changed, 1 insertion(+), 1 deletion(-)",fix,deploy-1
nokia,vitrage,http://github.com/openstack/vitrage/commit/d4a60e9f5f31131d5501620118c03b611f097cfb,d4a60e9f5f31131d5501620118c03b611f097cfb,tempest configuration,Change-Id: If1382a85f3730438f23e815944714e025ba08ccd," 1 file changed, 23 insertions(+), 1 deletion(-)",,test-1
cisco systems,horizon,http://github.com/openstack/horizon/commit/126860671c082d032102a720832e5f8cfefa537a,126860671c082d032102a720832e5f8cfefa537a,Fix missing 'THEME' key,Change-Id: If1a296c3c9bb1fd7de2effa107d898a482754ed8Closes-bug: 1603307," 1 file changed, 4 insertions(+), 1 deletion(-)",fix,code-1
dell,fuel-ccp-nova,http://github.com/openstack/fuel-ccp-nova/commit/ef0a3e74d5c62ff13452838e7f225a802df8d843,ef0a3e74d5c62ff13452838e7f225a802df8d843,"Remove unused jinja variable ""image_prefix""",Change-Id: If41e61f390720bd432877e2d54ad8e972f42ebde," 8 files changed, 8 insertions(+), 8 deletions(-)",fix;deprecate,doc-8
walmart,openstack-ansible-apt_package_pinning,http://github.com/openstack/openstack-ansible-apt_package_pinning/commit/c3e25d796261d4ffb588bcf7ceba0616a9a32b80,c3e25d796261d4ffb588bcf7ceba0616a9a32b80,Add apt-get update to run_tests,Change-Id: If4db57f5f864254311373c9b72bc63d145045d1e," 1 file changed, 4 insertions(+), 4 deletions(-)",,test-1
mirantis,sahara-dashboard,http://github.com/openstack/sahara-dashboard/commit/37fd9fa00b1641fb348a3168a8733cc354b87b38,37fd9fa00b1641fb348a3168a8733cc354b87b38,Populating Node Group Templates flow with defaults,Change-Id: If8c46aa12962bb5eabc4dd44acbc870071134134," 3 files changed, 26 insertions(+), 9 deletions(-)",,code-3
mirantis,python-fuelclient,http://github.com/openstack/python-fuelclient/commit/e069d9fde92451ec7f555342951807c5528e96e5,e069d9fde92451ec7f555342951807c5528e96e5,Add 'meta' column to `fuel2 network-group show` output,Change-Id: Ifa73dfbc8bd82d6d694907fa722c7cb5334bfcbbCloses-Bug: #1482520," 2 files changed, 13 insertions(+), 3 deletions(-)",fix,test-1;code-1
fujitsu,networking-fujitsu,http://github.com/openstack/networking-fujitsu/commit/02e43b015efdc68f5f06cf7395d84702423409fe,02e43b015efdc68f5f06cf7395d84702423409fe,Enable to specify each test,Change-Id: Ife2371bb4723b4560d6ee7711d6a8a3fddd4f9ab," 1 file changed, 1 insertion(+), 1 deletion(-)",,build-1
godaddy,oslo.middleware,http://github.com/openstack/oslo.middleware/commit/c29637eb799b27e0f0998561fbcb25b75071c3da,c29637eb799b27e0f0998561fbcb25b75071c3da,Fix inline docstring to use default path (not /status),Change-Id: Iff4256b7f7b523631ebddb6c9da9323b65cd0613," 1 file changed, 2 insertions(+), 2 deletions(-)",fix,code-1
